Image,Benign_Probability,Malignant_Probability,Prediction
54bfdb0f1ce2d760112f795afe845fdad7496ce4.tif,0.428322,0.571678,Malignant
54ce85801be97bf55fad99ddd29bbb0cdc3acd9c.tif,0.418747,0.581253,Malignant
5512638cef40b39e16962bba414bf94afa3f4208.tif,0.426757,0.573243,Malignant
55626fb192c1a8edcb011b2f701a908ed29a05dd.tif,0.40673,0.59327,Malignant
5571668bed7d38fecc8185212a34a16d3ac806cf.tif,0.407553,0.592447,Malignant
55ede28d4693bf9703ff7e68a01ff9a445b9da75.tif,0.425294,0.574706,Malignant
561051b155dd2021f1d80b8decd040bde6064b1d.tif,0.431328,0.568672,Malignant
5657d87ef42306bdbcab4607d6e682d494d8ac7e.tif,0.415368,0.584632,Malignant
567ac57ebacd9eeada97a9248095efe58d07b510.tif,0.408994,0.591006,Malignant
568647293e4a5d2ccff89ade9139403728613ea8.tif,0.428435,0.571565,Malignant
568b762922f6714474210530fb2b41fa1e87c625.tif,0.436923,0.563077,Malignant
56aa0d8782cc43d98a2038a9c395d70f3d2abe21.tif,0.420684,0.579316,Malignant
56adb3eef9cc0d33058da441c3332e39d28a4794.tif,0.40778,0.59222,Malignant
56d3d5cc5caa55bd0587d0813c714913dac5d281.tif,0.405887,0.594113,Malignant
578755b689567b210cb9a33600af6a39d70e7bed.tif,0.42243,0.57757,Malignant
579f55504d56b64075886b25f22109989cfe1e45.tif,0.429425,0.570575,Malignant
57e109678f5a453e69ffdade65719845586c2edb.tif,0.414805,0.585195,Malignant
57f3cfe7bb00f07d329b30323b6e1793b520f185.tif,0.410239,0.589761,Malignant
59f481ebc4dea5c893c4d5a815c810c7cf05a0a3.tif,0.413618,0.586382,Malignant
5a1a6a7f98526f7479f794d9c7855d57703c516f.tif,0.408785,0.591215,Malignant
5a79e734d2bbe9b33ca5426ec37bfebffac85fd1.tif,0.400677,0.599324,Malignant
5aba8f13cea34bdf25a407f5e99187b92c2a8b73.tif,0.405066,0.594934,Malignant
5ad6ef8d3f2c71882fd469bf4b2edcc969ccfdb0.tif,0.405345,0.594655,Malignant
5ada043192ee22db3636685fccbc580be23ea759.tif,0.430507,0.569493,Malignant
5b263ace773a8b5b5d12f901944e45e7dcc3289b.tif,0.421368,0.578632,Malignant
5c52179406f0a1f6e245a4c8d835cd88f0a466a5.tif,0.431969,0.568031,Malignant
5c55514b050e3e34905ee8695b596cae697ab95f.tif,0.448829,0.551171,Malignant
5d0f048f47396a8bf2522f22d440d09ce190d516.tif,0.401597,0.598403,Malignant
5d72dbd2dedc22db117df17cba2263219181bc6c.tif,0.404691,0.595309,Malignant
5d8057b040dd6bb6e86ab2031b443156a3e19dd7.tif,0.413354,0.586646,Malignant
5d88a84b1001fe008645303028466d8330047c27.tif,0.41291,0.58709,Malignant
5e40bc0f11ea0a89ab14f154655b6c9004ba00a5.tif,0.415518,0.584482,Malignant
5e789dec51d65256bfe29e800891943bfaffc431.tif,0.403134,0.596866,Malignant
5edbe1c32423c513994603e37dc32fa6cfe1c270.tif,0.429519,0.570481,Malignant
5f283c5e4c52d34ed26a02ad989319acf22c59b5.tif,0.435619,0.564381,Malignant
5f284cb4506e9d39849025da49cbc0df647ac9fd.tif,0.438201,0.561799,Malignant
5fb6d3d0696be0172499ad68450779bf311e84d2.tif,0.429946,0.570054,Malignant
5ff07755c919bfe347b9fa89cfb47bee371cac79.tif,0.411447,0.588553,Malignant
602c7aa6dc60574062cf86f1a06253e0e686a5c4.tif,0.416597,0.583403,Malignant
6091da2499a8f5488660ea454ebfb7db51d0dd03.tif,0.417582,0.582418,Malignant
60a15aaebd27665f9631418f035715dc55eb6a5b.tif,0.432677,0.567323,Malignant
60a6291515bbbdb64196f9aa70c60593c176286e.tif,0.428317,0.571683,Malignant
60b0707415e72827716a9b8ee2138e21c91b66f1.tif,0.421096,0.578904,Malignant
6133f8cfcb47285894f192cad6928b960198a155.tif,0.412992,0.587008,Malignant
6140b43451d8505c8fbfe6308e4d15c9c79ba4bb.tif,0.406934,0.593066,Malignant
61728dd5517b45787b8e580782987357c5300aae.tif,0.406349,0.593651,Malignant
61961d9a9682351e4cbedd0667136f6798562ae4.tif,0.420424,0.579576,Malignant
61cc01fc09d34b51d4730e0cff29ddabb60272c0.tif,0.426768,0.573232,Malignant
6230dd612829678b821113e9f888dd2f69219bd4.tif,0.403475,0.596525,Malignant
6253842003dc3b8ef583a506530994dd997052bf.tif,0.399919,0.600081,Malignant
62ec49311030372eaa31a7f3c3095920e70ecadc.tif,0.416716,0.583284,Malignant
63067e7e22eacb8ca818408940ff61ffc0e77b03.tif,0.426237,0.573763,Malignant
633504daef86b64f4a97e7d176b25a6857dd644f.tif,0.428743,0.571257,Malignant
6350240f8b20054b03756794b6735c048bbc7c0a.tif,0.492204,0.507796,Malignant
637a907eff3c5e8a0b2164b03dd95f588ab56a09.tif,0.420839,0.579161,Malignant
637d06479a0a9655850956e9c5f132afef97754d.tif,0.458855,0.541145,Malignant
63b9748d333597114141263f75fe426a29f9155e.tif,0.425749,0.574251,Malignant
63d573fc492e4c316b4dac6c38bc8d056b50dfe4.tif,0.422342,0.577658,Malignant
63f90f2607a3553a30f6b6fdf3b953e71e3d7ae7.tif,0.405378,0.594622,Malignant
64754d0c8b28db412513572a2c1e371345a5dca2.tif,0.418021,0.581979,Malignant
64844dc3c480f880f7b155728652aa780b7a3375.tif,0.43088,0.56912,Malignant
64a032a80c861c35eced11be33a2b212e142514e.tif,0.435828,0.564172,Malignant
64cfb56ddf41e2a871ac5164d61e50b238b9ed1b.tif,0.438586,0.561414,Malignant
64f53bf37a029c92c1a8013ce321453495ea12a2.tif,0.417767,0.582233,Malignant
65267fd33350b9f1810c2fafaafbdbc9fc7be8d0.tif,0.411849,0.588151,Malignant
65693c15c4b2457868a499d1c38cd460bf35c61e.tif,0.426651,0.573349,Malignant
65b031b428d2a1ec2268d3b04c143be6b9e07079.tif,0.427312,0.572688,Malignant
662d7baf56cd9e6848c11429ccb48c6279033a9a.tif,0.419627,0.580373,Malignant
6634dd2d3cfa1744dafab00f4fda3a12ed79daec.tif,0.420557,0.579443,Malignant
666f89f8e8638d92a8ca14c4c7be209081f560b4.tif,0.40598,0.59402,Malignant
66b8ae94c16dc827c8af09153ce2f881ef438ddc.tif,0.427367,0.572633,Malignant
66f0b37c2469817f3212fef4490ce8048d1ab70b.tif,0.426913,0.573087,Malignant
66fa89e5f111a9b27e4be39dd80f625198438fec.tif,0.424194,0.575806,Malignant
67f494037200a066f8753ad7eca105cb16d32681.tif,0.414175,0.585825,Malignant
67faf97efdaccefda0ecfa764b8a671cca594979.tif,0.422066,0.577934,Malignant
6942994477c5895049b91d205d8027734f4378fb.tif,0.416288,0.583712,Malignant
69d507b66cc3a6008af2517f588f65e25bb5895d.tif,0.411535,0.588465,Malignant
6a0b11d0ccf1d4c3110a22a52eaa570762eb07aa.tif,0.402658,0.597342,Malignant
6a16ee546f5e648051d15bc47c948ce1e6e4130d.tif,0.425908,0.574092,Malignant
6b2afdfd3c4c281ee64cef9cd84c083cca97cf4a.tif,0.409913,0.590087,Malignant
6b62918ec10dad46dead036b083b563e98d0e1fe.tif,0.401907,0.598093,Malignant
6b87c438043ed228c8cebfde259ccea9e34a0840.tif,0.426264,0.573736,Malignant
6ca5bb0a12738d2a9c51cf132622c1796749cb00.tif,0.42995,0.57005,Malignant
6caa471f5f167ab21d7cf159e356ffa66efc2a70.tif,0.424839,0.575161,Malignant
6ce096188696971a2b4ea6e13eb0a8e20d483c64.tif,0.410521,0.589479,Malignant
6cf5737419f1039908d5a573cf3a968e51721e27.tif,0.414328,0.585672,Malignant
6d14d32b306e2116bf15bc5878a9ad620a065941.tif,0.408378,0.591622,Malignant
6d93ae327ec2054c886a3fe7c0d41f7cf2d54fc1.tif,0.432116,0.567884,Malignant
6e5c44d899cf76a6a229fa65707ce07950ef2cda.tif,0.411574,0.588426,Malignant
6f73eceff7b1f8bd3f808c069e58ce636ba67ffc.tif,0.414415,0.585585,Malignant
6f8bdcf1e80b7299cfafae1bfdb84299252c6f9d.tif,0.426432,0.573568,Malignant
7003e9389d2857ac9d6a0ae2623dcc5730d67b73.tif,0.445412,0.554588,Malignant
70222d6f4abc7543ee15b52c2571d084a7fec139.tif,0.405781,0.594219,Malignant
704222ed7f84d837384e8e54ddc15f5c356b855c.tif,0.416402,0.583598,Malignant
709c7a059305af4d6d7731e080133f65a8d477bb.tif,0.421321,0.578679,Malignant
70fec4342c6999b8d69ea8dae8c6cd9ac85c1a55.tif,0.436554,0.563446,Malignant
7157705c637092877292e9a4d21e4d67fe138500.tif,0.42879,0.57121,Malignant
718ffb3c7c3c7347ec7dc6aec50a555620effdf9.tif,0.429184,0.570816,Malignant
72c4bd5afb3a0639723cecf86cc5be5a69a21ccc.tif,0.411154,0.588846,Malignant
72efd6017e79a500e5fc7f03547d0dbf3225ba34.tif,0.42002,0.57998,Malignant
7334d3ac28b82b1a07ceccd6059e18676c22251a.tif,0.430966,0.569034,Malignant
7357f568758f8d3324efcfe2ab9c2958f61b5e59.tif,0.41406,0.58594,Malignant
738c13d94729df654752d873ca6a1c92305f52bc.tif,0.422627,0.577373,Malignant
73ab437e0d615dd1adfc777715a1d5a1c3bde0fa.tif,0.416791,0.583209,Malignant
7408c47303cd8ebc7d628f98f375b0fada51e8af.tif,0.436054,0.563946,Malignant
743017fd851708cd830fd3f727d10dd21bbe7815.tif,0.411517,0.588483,Malignant
74322ee1c07db3353e6df7c6f841b9ea75bb5c9e.tif,0.414819,0.585181,Malignant
743fb83587358b07f9ce208a71d129194c701c88.tif,0.417708,0.582292,Malignant
74405e27a28de7c49b7cee46f4a58399c22e4734.tif,0.399123,0.600877,Malignant
7459887ed195e43bb0192ca3032d20750d549d79.tif,0.408795,0.591205,Malignant
7478b07c45cad0b17ba6d4a5ec84cd139afa53af.tif,0.406666,0.593334,Malignant
747a944d4094a865f8e6f695e48abea7f8fe4a9b.tif,0.413161,0.586839,Malignant
74bbd17e6a214df44e41787d1d53fbfc73a9587f.tif,0.418246,0.581754,Malignant
751c20f83bd3c902bbcbc413b533ee719d1b4a95.tif,0.421755,0.578245,Malignant
7531a191398c975897003cf84a5f0d73a34d36b2.tif,0.414437,0.585563,Malignant
7541ccb120271b668f0aaa0f1df55e61b57d29be.tif,0.401833,0.598167,Malignant
75f0af50658ea2566916ad5b9f2a1cafe50dee76.tif,0.401119,0.598881,Malignant
764528409b40934f79f98667ccd5878449034637.tif,0.403354,0.596646,Malignant
768279a32ec0f99ceda37bb22d1977754886e713.tif,0.405713,0.594287,Malignant
7694b9af286009aff3fa22b9a4c35530d0f172c9.tif,0.418991,0.581009,Malignant
76cd1e1725edb67398b8b19ddf3b288f84ba0a55.tif,0.449845,0.550155,Malignant
773867184ca567fddcaf61cc365b529bf848ec9f.tif,0.41029,0.589709,Malignant
778a30536f030129d00e367731437974a94c2c57.tif,0.41551,0.58449,Malignant
7815d8817d6c1815190f6ffcbb2682226cb83656.tif,0.419027,0.580973,Malignant
7886a77297b1df2c20d1701c7cb93652d5adf220.tif,0.42728,0.57272,Malignant
7887b7778705069d22c937fa288218346a5c847d.tif,0.432334,0.567666,Malignant
78ac50ca8ac6517a5ac7afa2224ef1509cb2932b.tif,0.427753,0.572247,Malignant
78caa62081056a28f7442522a7c59ba04d8abba5.tif,0.43248,0.56752,Malignant
78e876af7c32a5c0476ca01594e125872ba7e84b.tif,0.432001,0.567999,Malignant
78ff8390abc666614186aaa36791af27267800f7.tif,0.417918,0.582082,Malignant
7984646cdaca0d7977310d20f9bed6151881be9d.tif,0.398615,0.601385,Malignant
798ef7aede7315ecc13342ee3c858c046301f68d.tif,0.404315,0.595685,Malignant
79a1f0abbfc6d078f51ad22a357fc940bc5454b9.tif,0.419373,0.580627,Malignant
79a60a47a70f03392a886b43389afcab0bd22501.tif,0.419817,0.580182,Malignant
79cda52efa6837aaeadee1a849cffb712c4c2b21.tif,0.418362,0.581638,Malignant
7a32823b2759dd07486ec9f44d8eeeb1105de4f1.tif,0.417851,0.582149,Malignant
7a904a52eea16bd68cc8e93a4f501b2da7562a3f.tif,0.424442,0.575558,Malignant
7a93afed47af842deb537c7f353766ee33bd257c.tif,0.408326,0.591674,Malignant
7b35f12926c9b89b904678519449e98ee2628a14.tif,0.405558,0.594442,Malignant
7b6c997c4447b0c530721b5230b02c33ec2e4384.tif,0.423463,0.576536,Malignant
7b7c2db601c2c3df1aeedde22295579df63e2e8d.tif,0.435415,0.564585,Malignant
7be9cb0231451f84ca9aa4e2be832392affd8fbd.tif,0.408815,0.591185,Malignant
7bf798b1135205d45d628cf10d8229f2b24f0939.tif,0.426796,0.573204,Malignant
7c996d7cea7cc9202c4d0e0db1b37fa9ff99d24a.tif,0.412625,0.587375,Malignant
7ca6f0a29320961536603f9e4c17570eb14dc7ee.tif,0.442227,0.557773,Malignant
7cf6860269d490430be35f7ba3aad9de486afc6d.tif,0.410962,0.589038,Malignant
7d09d8a679472fc73c808bf872820198f4555254.tif,0.418303,0.581697,Malignant
7d324f4345c2ace02b0d884251210cdaae5043b7.tif,0.452912,0.547088,Malignant
7d3d817a4bca5cd24b19e6dd7c32aef3464ceebd.tif,0.41577,0.58423,Malignant
7d861b476dcc79f52e065b35a81a04b2aecd442c.tif,0.424415,0.575585,Malignant
7db20d8e8537cdf9edfbf9c72b3020bda22ab08d.tif,0.426094,0.573906,Malignant
7dc7480cc9d18278a92ac9c7b7324af67b27fd86.tif,0.415951,0.584049,Malignant
7dca1b13c2035e4be5a974e1dc124709ca0a787f.tif,0.450197,0.549803,Malignant
7eac2d566024f8c99599bbbad09ab73b8bd678ee.tif,0.404133,0.595867,Malignant
7eb222a19360aec161ef39bc2dadb2f2568cae05.tif,0.420613,0.579387,Malignant
7f1faabf6923ca22f9cb6a220b12229a74afa583.tif,0.422537,0.577463,Malignant
7f7f2cdd5b6a02255af2a95c38f7c584509bed60.tif,0.418931,0.581069,Malignant
801ca2da6527730b1c6ce5917996e33748afc577.tif,0.401685,0.598315,Malignant
8098278226dd347cd2f63f7f5eff04043302ac02.tif,0.433797,0.566203,Malignant
816a8d3d5eb1249499c402d64a71968d32daa33e.tif,0.430194,0.569806,Malignant
81702b5a2317ad9fbdb869bb9f827f4c19ae491e.tif,0.402934,0.597066,Malignant
81845bf60fe7fa8c8598800f4d9097366cef15fd.tif,0.439849,0.560151,Malignant
8195b459834303b3a133ad78abeab3758d2638b7.tif,0.420715,0.579285,Malignant
81bb8a4b6815ad39af3851271d545d4c1dd68475.tif,0.411203,0.588797,Malignant
82a50a1cc77e47e444fa37a9122687152efae7f4.tif,0.425771,0.574229,Malignant
833c309c36c57ec2389cf137890ea50ea59e19c0.tif,0.424494,0.575506,Malignant
83fab88724f962dc9fc34ec03fd483bf281e85d2.tif,0.42092,0.57908,Malignant
840906a474247c6cc61f22115fb1e8c428b7c05d.tif,0.428557,0.571443,Malignant
841e9bbd20e43bf66ff2ff5ab92e1ab79fc5b59a.tif,0.462966,0.537034,Malignant
842451117a9e057fd8cde12288735351b2379f5e.tif,0.429932,0.570068,Malignant
842ad10ebd6632441cd35205a7a14d1337aa7e17.tif,0.430858,0.569142,Malignant
8482e463d0536f8704f5a2a7aa3eb06beb22317a.tif,0.42791,0.57209,Malignant
848b5c3c00888a9a1263982273216ae8bb59823f.tif,0.421107,0.578893,Malignant
84ac8a61920ddbc5f5bd6a1d8eb63186505ddc84.tif,0.418657,0.581343,Malignant
84c36e0e0e5f288c9ea05aae627ace4f8eee572b.tif,0.40801,0.59199,Malignant
84ce6b6dd97d305b9707ae130825819f8aeef03e.tif,0.41327,0.58673,Malignant
84d8f3f3f8a86f99f1483cb5bc2821f9df02833a.tif,0.416913,0.583086,Malignant
858a84751f353f7566b51aae9c3cffe8a6eae270.tif,0.408875,0.591125,Malignant
85bc0ef10273e5806c18ab8d3a4e72267f86fec1.tif,0.413455,0.586545,Malignant
8601ab6010917bff72b28f6d9da540caccd16a2c.tif,0.408523,0.591477,Malignant
8636be880710487c68dd658ebeb70441301bdc18.tif,0.425803,0.574197,Malignant
863c5c0f5175309dd927d661c9d24f288230227d.tif,0.416539,0.583461,Malignant
866418ca030606263a8ce0596aa45c7ea64e0ecc.tif,0.424415,0.575585,Malignant
86b3e88c38f6d949b677da2d66e6e452a6b3b505.tif,0.427443,0.572557,Malignant
86daef41b5634d69f941104d53faba72a501e464.tif,0.415752,0.584248,Malignant
872a5e82de0b6740f88384de9bee75ed25663943.tif,0.408158,0.591842,Malignant
87b7d34a1f751da5ef88f636f29cdc588324d9fc.tif,0.43737,0.56263,Malignant
87c5c10b9a8a0c7a6efa4b2371e2073bec38ed69.tif,0.407748,0.592252,Malignant
87d0673eaa21a2debf6b9d966ab34b00c8aa84a4.tif,0.437475,0.562525,Malignant
8862c61de698cb29cde45b493150ce888a5aedc6.tif,0.424063,0.575937,Malignant
88893660bf73bcf6b8f063463d03c2d17a1f2b6f.tif,0.422163,0.577837,Malignant
88b77495b7e8e8856649c7506ea7169225cac867.tif,0.428597,0.571403,Malignant
88e212b732ffbdc3641e9f5f3ab33dabbf0e5578.tif,0.429361,0.570639,Malignant
88ee9c09f8ae9769d83c804ed70545c1db1c8088.tif,0.415044,0.584956,Malignant
8934b2cd05be774a0a9b208f99fc64f5c087954c.tif,0.416329,0.583671,Malignant
8938f4cd25df2aaf35a3723ada2253f32eb84a81.tif,0.417834,0.582166,Malignant
8946669e8c60179cee24fb7674a94a06362e7d73.tif,0.419661,0.580339,Malignant
8965f16dd705a8a430813378f32673e6ea0ae61f.tif,0.429323,0.570677,Malignant
899237ffc0a786f40efc7db6329c59c978fcbb60.tif,0.39474,0.60526,Malignant
8996b3c4fc48262d03b51fa8467f115e979120a6.tif,0.429935,0.570065,Malignant
89c193fb805966b05a47458a9c073ab7d8dfd78d.tif,0.434293,0.565707,Malignant
89e4a1f188991d68d2a2d1bc685e5736f8c75e22.tif,0.427089,0.572911,Malignant
89e7e5bac2461e3de7f85c839c774790d19c4406.tif,0.429632,0.570368,Malignant
8a35624132281d4b8dbb392152794b042ca3e637.tif,0.422455,0.577545,Malignant
8a3d1e3c9cea98ac842961fa476a6bac6f79d4db.tif,0.412872,0.587128,Malignant
8a5c581ea3222203013c7b308e866cf52ebc1024.tif,0.406667,0.593333,Malignant
8a688746b1f299e62c542e478941aabb9af3f83e.tif,0.418235,0.581765,Malignant
8a70adde27f27c6347c3c5bd50219f18af3796fa.tif,0.451225,0.548776,Malignant
8a908c70d3691f94e7c4b59f8cc6ff0a57557e49.tif,0.407234,0.592766,Malignant
8acdb5485611bf3dc23f0cb6d317f199b8540d36.tif,0.415805,0.584195,Malignant
8af200b7645025c6bb7974714c98e4d1df2ff0c6.tif,0.4558,0.5442,Malignant
8b0bbc0470d00e18984886c83300930116dbf0f0.tif,0.414221,0.585779,Malignant
8b5debae591aa6edc20a88e7fff5a4934a13ef3d.tif,0.406745,0.593255,Malignant
8b7b015774b3944c36c5017d349b616db036957e.tif,0.427209,0.572791,Malignant
8bc373830b8cc5a8154efedde97cb49b6605a57a.tif,0.40819,0.59181,Malignant
8bdc3f4fd2d0b2965b05c88a0182a4cc29f27c22.tif,0.418773,0.581227,Malignant
8bec96634da60065f6bbf39604e3cf0d2a57184a.tif,0.416979,0.583021,Malignant
8c639217c18d7d98869aa86399e2d78687203ccf.tif,0.396205,0.603795,Malignant
8c8c770b1777025b60bda54469effbd519cd93a9.tif,0.41601,0.58399,Malignant
8cc317a558d16e780a8bef4fd3c2035978c6ef56.tif,0.391857,0.608143,Malignant
8cfe13ee876f2e3f1bac3e48293e688349dba37f.tif,0.412024,0.587976,Malignant
8cfe78541070ff0536c4671d728cc299cf8341a7.tif,0.418531,0.581469,Malignant
8d59cee3733ee85622b29c99a0452de817e51295.tif,0.418579,0.581421,Malignant
8da09575f16d7ef56bc38e4d3eb2250cf2b762c7.tif,0.42642,0.57358,Malignant
8dafee81686f0eb70f3ad8ca1e29d99c0085eee1.tif,0.413691,0.586309,Malignant
8dbb43c77db380f0bad7e9173133ed0211a6e3dd.tif,0.42676,0.57324,Malignant
8e0eb50ad12cf7f7e428dc5c8b556d58135649a7.tif,0.438473,0.561527,Malignant
8e395430b4f9dbf009e93410ad9c46a1633a4c04.tif,0.416808,0.583192,Malignant
8e83d25c31702bd93fe713d7098bf8d8885cf0e9.tif,0.404332,0.595668,Malignant
8e9c7f8beeb90ca1a6bd8c47ea160ecb6d3048e0.tif,0.414584,0.585416,Malignant
8f1ba0dea20c7cafc44d946cbf48cbac49b27015.tif,0.411856,0.588144,Malignant
8f1d1972a635052c230f04039719cec01ecd5c8f.tif,0.409501,0.590499,Malignant
8f4eaa29408c5824d889f10c5b77583ebf1a2ba6.tif,0.426913,0.573087,Malignant
90a0199f7b287d23eb0e21e16663d47f9ab1622b.tif,0.415156,0.584844,Malignant
90ad68de9b2a8e04a53c51488eb9f335c3ec490d.tif,0.419662,0.580338,Malignant
90fa48ef08fe208666579196454e0c163d87575f.tif,0.42474,0.57526,Malignant
911f483643f641764ae6d27c89021ac0458e2467.tif,0.402925,0.597075,Malignant
91896aa2b5caa66b0836974a59f299c38a7569ba.tif,0.394804,0.605196,Malignant
9241e899dbfc24e54374ec223fb7664e7c2dae6b.tif,0.3975,0.6025,Malignant
9293e1214bb09d9d1186a823b472667aecd9e6b2.tif,0.415205,0.584795,Malignant
92ac9085e5a24b43863c2d7575982bde89b265bc.tif,0.405382,0.594618,Malignant
92eacd920b2e3a56fdb1f02a6b37c54dc9f840d1.tif,0.430727,0.569273,Malignant
93bda6a6e89229c81fdb25badb2871332c214587.tif,0.410053,0.589947,Malignant
93c0cd8cda1dac33ed1055c4d3c95daec9b6ce2c.tif,0.404072,0.595928,Malignant
93c4a4f7963b529bccb20e631cdcee3ee5d19ec6.tif,0.445343,0.554657,Malignant
941815bf86183e71082a592834bcbd266813cd56.tif,0.434083,0.565917,Malignant
941ffe73059292e0effd4e81ca9363c117afc2f4.tif,0.423652,0.576348,Malignant
9464cf403653088420cdb78acacd8cf7fa2255e4.tif,0.474274,0.525726,Malignant
94689816b32788df3732d948f2309d332f4caefa.tif,0.418951,0.581049,Malignant
946f7fcfbb3070e168db283be946f2b418bb8daf.tif,0.430433,0.569567,Malignant
947d3715ccf3460bee66b7484914674605548c0e.tif,0.416593,0.583407,Malignant
9480aadc93dc052f8f54548b36b60821baa5354d.tif,0.44063,0.559371,Malignant
948e7e1c3daf88671600a7704bedde19546b9d80.tif,0.411922,0.588078,Malignant
94e001a065434e9e4b0d5aece1026610568fd2f1.tif,0.40603,0.59397,Malignant
94f414e5ff12a174e929b065502570229f51cb90.tif,0.411068,0.588932,Malignant
94ff4f5ce322722db7b93492e702637d0c3aa87f.tif,0.414443,0.585557,Malignant
95421a538865b70b3eacffd80f5d50139b17f690.tif,0.417529,0.582471,Malignant
95cefc0f4ee449cd10c156c1a7306ca332cbced7.tif,0.411912,0.588088,Malignant
95f5323e894c52a5d44a33dd3e96c8073758f771.tif,0.424251,0.575749,Malignant
962a992ccb1a4dc4563741297bf76ca79401ebcf.tif,0.427502,0.572498,Malignant
9665c335fe7fa0ddf8624d354a8a194f216c8b0e.tif,0.413769,0.586231,Malignant
9676bb606015d6cc8b1d0e29d46b536b60a87f9a.tif,0.418605,0.581395,Malignant
972e760872e973a3ef63c0b9cb94a42d166431fd.tif,0.395934,0.604066,Malignant
9761a2e4112950a0bca2c583834b6dd1bb40d670.tif,0.415315,0.584685,Malignant
97777e280c61c9edddf5ee6dcf96cef848b8a93e.tif,0.426186,0.573814,Malignant
979324eba8f5e11bc2e153185c3d0abd68730f80.tif,0.415515,0.584485,Malignant
97fe33f8a6440c7da4136cc015e4a6cb547ffb6a.tif,0.440316,0.559684,Malignant
97fff5187deb3409dbecb2361295d15264de611f.tif,0.411877,0.588123,Malignant
98888613393e15b3737c95db84555bfcd46720ea.tif,0.412479,0.587521,Malignant
98ac50cc0fc5632fc42696be2b3bd182cfd89a24.tif,0.419905,0.580095,Malignant
991ebcc98ab89ab321589081644985304d90d122.tif,0.42425,0.57575,Malignant
9941b7a6d87503a9143f092ab9279857fd1d6ad9.tif,0.40826,0.59174,Malignant
99b2e592647e08e65ec938105945255f15c69866.tif,0.420181,0.579819,Malignant
9a043930b92cb2df124408602d5dc8b83fc3d936.tif,0.420553,0.579447,Malignant
9a16e4c76b2b5e84da3fb65f916972b8ee5a999b.tif,0.404792,0.595208,Malignant
9a33521a72ed8fb1f04c18584e0a962dbea647f9.tif,0.458084,0.541916,Malignant
9a5455fa9519018fbf89a146786147ac10f2e88a.tif,0.40129,0.59871,Malignant
9a6cf130600eaeaf61f2845a53a3774f5ae3d3b5.tif,0.446507,0.553493,Malignant
9a97efbeced145df92d8eb5631bc93d2c2be499b.tif,0.421572,0.578428,Malignant
9afb11c0e90dc8fc17bb57cc14d35e10ca797319.tif,0.420519,0.579481,Malignant
9b35f71881c711607d8a7b77c395f13b8c60d6d2.tif,0.422618,0.577382,Malignant
9c0dda50180b20ad7874219e2b5e315cd6cddea3.tif,0.412669,0.587331,Malignant
9c14358c5658f23bc1a56c1d7ebfbf82fe01c6e1.tif,0.46017,0.53983,Malignant
9c32b9b0a7dcd06c2591f88ad957cd4ef1d1cbf7.tif,0.432771,0.567229,Malignant
9c55f0e697d22b98873f4c0386f308756625347a.tif,0.397855,0.602145,Malignant
9c77ab46fd96eba38759b3651cd719c00f3bbcfd.tif,0.418795,0.581205,Malignant
9ca5362b54ccab23d1e03b8607b49a974476adff.tif,0.411622,0.588378,Malignant
9cc464f1972e24e51fc0ae85d160f94077005f4e.tif,0.390217,0.609783,Malignant
9cd8ddac4d3354fb594f3ce0fb82cdc85ae1c5e0.tif,0.421692,0.578308,Malignant
9ce97f3ddc0b7719e19425d3a4e538e48ffbc40f.tif,0.416726,0.583274,Malignant
9d43fd2dd0709623850ca2efdc55e136b45e99a2.tif,0.437999,0.562001,Malignant
9ddddafb0381cb4032b8ce29ae5db43189dff83a.tif,0.423299,0.576701,Malignant
9df761b61517be59e185bddc3b1d38e524d4e248.tif,0.422004,0.577996,Malignant
9dffe56b14d6d2592917d3eae905bf1a8fb4d41c.tif,0.438101,0.561899,Malignant
9ea53fc981eb652e5f6df89f626ef3f3fba0a5e7.tif,0.420795,0.579205,Malignant
9eb85ad476130979f5d7dca1e301aa4d584d029d.tif,0.419449,0.580551,Malignant
9ebc11405274d3276e4d164665ab8e684aaada3a.tif,0.403137,0.596863,Malignant
9ec4fe5a7c21d52c4f22ce5569d71e1fcd6e7a66.tif,0.402873,0.597127,Malignant
9ef48bca3447070850a298863e66c116a535c2e3.tif,0.428663,0.571337,Malignant
9f78ebc2cebb9ba2ab33a3904d7a833b263c7cad.tif,0.425793,0.574207,Malignant
9f9322d5afaa969daa1fb0990bde218f49a3626f.tif,0.40976,0.59024,Malignant
9fd53f1202f02825db725cfc68300703aa854915.tif,0.420103,0.579897,Malignant
a01a193a44499f5e358200f587796cebf1c09216.tif,0.412932,0.587068,Malignant
a0276e560d3ec106cf354cec039b9aa573da1fd2.tif,0.432735,0.567265,Malignant
a07cf67092f1b982ab7da7d9544c9b158556cd62.tif,0.422591,0.577409,Malignant
a09eb2f51706974517354dcc5e0f073a30e59bd7.tif,0.39688,0.60312,Malignant
a1287911af9b5ef46a9b0bea5c1000e2b44ae82c.tif,0.39549,0.60451,Malignant
a16e16822f5fd4df985b5abe9563fab806cf18c5.tif,0.411317,0.588683,Malignant
a180e72b3ce2852c3c80cc5f73b5203ce3280db9.tif,0.413183,0.586817,Malignant
a1c5683bf628f1362c6c7888e7ed502f6f64d33f.tif,0.43698,0.56302,Malignant
a228ba285ef42ce67d6451907efe7c8deb9df6ad.tif,0.422081,0.577919,Malignant
